thick,crossplane,y,x,r,temp
1.58489e-09,0.876547,2,2,0.2,300
1.99526e-09,0.973535,2,2,0.2,300
2.51189e-09,1.0737,2,2,0.2,300
3.16228e-09,1.17643,2,2,0.2,300
3.98107e-09,1.2812,2,2,0.2,300
5.01187e-09,1.3875,2,2,0.2,300
6.30957e-09,1.49491,2,2,0.2,300
7.94328e-09,1.60304,2,2,0.2,300
1e-08,1.71159,2,2,0.2,300
1.25893e-08,1.82033,2,2,0.2,300
1.58489e-08,1.9291,2,2,0.2,300
1.99526e-08,2.03785,2,2,0.2,300
2.51189e-08,2.14659,2,2,0.2,300
3.16228e-08,2.25539,2,2,0.2,300
3.98107e-08,2.36437,2,2,0.2,300
5.01187e-08,2.47365,2,2,0.2,300
6.30957e-08,2.58331,2,2,0.2,300
7.94328e-08,2.69335,2,2,0.2,300
1e-07,2.80369,2,2,0.2,300
1.25893e-07,2.91415,2,2,0.2,300
1.58489e-07,3.02449,2,2,0.2,300
1.99526e-07,3.13441,2,2,0.2,300
2.51189e-07,3.2436,2,2,0.2,300
3.16228e-07,3.35176,2,2,0.2,300
3.98107e-07,3.45859,2,2,0.2,300
5.01187e-07,3.56376,2,2,0.2,300
6.30957e-07,3.66686,2,2,0.2,300
7.94328e-07,3.76735,2,2,0.2,300
1e-06,3.86456,2,2,0.2,300
1.25893e-06,3.95765,2,2,0.2,300
1.58489e-06,4.04572,2,2,0.2,300
1.99526e-06,4.12786,2,2,0.2,300
2.51189e-06,4.2033,2,2,0.2,300
3.16228e-06,4.27148,2,2,0.2,300
3.98107e-06,4.33212,2,2,0.2,300
5.01187e-06,4.38522,2,2,0.2,300
6.30957e-06,4.43105,2,2,0.2,300
7.94328e-06,4.4701,2,2,0.2,300
1e-05,4.50298,2,2,0.2,300
1.25893e-05,4.53038,2,2,0.2,300
1.58489e-05,4.55304,2,2,0.2,300
1.99526e-05,4.57162,2,2,0.2,300
2.51189e-05,4.58677,2,2,0.2,300
3.16228e-05,4.59907,2,2,0.2,300
3.98107e-05,4.609,2,2,0.2,300
5.01187e-05,4.617,2,2,0.2,300
6.30957e-05,4.62342,2,2,0.2,300
7.94328e-05,4.62857,2,2,0.2,300
0.0001,4.63269,2,2,0.2,300
1.25893e-09,0.709627,1,1,0.5,300
1.58489e-09,0.795859,1,1,0.5,300
1.99526e-09,0.888335,1,1,0.5,300
2.51189e-09,0.987382,1,1,0.5,300
3.16228e-09,1.09342,1,1,0.5,300
3.98107e-09,1.20696,1,1,0.5,300
5.01187e-09,1.32859,1,1,0.5,300
6.30957e-09,1.45896,1,1,0.5,300
7.94328e-09,1.59878,1,1,0.5,300
1e-08,1.74879,1,1,0.5,300
1.25893e-08,1.90972,1,1,0.5,300
1.58489e-08,2.08232,1,1,0.5,300
1.99526e-08,2.26724,1,1,0.5,300
2.51189e-08,2.46511,1,1,0.5,300
3.16228e-08,2.67642,1,1,0.5,300
3.98107e-08,2.90156,1,1,0.5,300
5.01187e-08,3.14077,1,1,0.5,300
6.30957e-08,3.39414,1,1,0.5,300
7.94328e-08,3.66162,1,1,0.5,300
1e-07,3.94297,1,1,0.5,300
1.25893e-07,4.23777,1,1,0.5,300
1.58489e-07,4.5454,1,1,0.5,300
1.99526e-07,4.86494,1,1,0.5,300
2.51189e-07,5.19517,1,1,0.5,300
3.16228e-07,5.53452,1,1,0.5,300
3.98107e-07,5.88101,1,1,0.5,300
5.01187e-07,6.23229,1,1,0.5,300
6.30957e-07,6.58567,1,1,0.5,300
7.94328e-07,6.93809,1,1,0.5,300
1e-06,7.28625,1,1,0.5,300
1.25893e-06,7.62659,1,1,0.5,300
1.58489e-06,7.95542,1,1,0.5,300
1.99526e-06,8.26907,1,1,0.5,300
2.51189e-06,8.56408,1,1,0.5,300
3.16228e-06,8.83745,1,1,0.5,300
3.98107e-06,9.08687,1,1,0.5,300
5.01187e-06,9.3109,1,1,0.5,300
6.30957e-06,9.50908,1,1,0.5,300
7.94328e-06,9.68183,1,1,0.5,300
1e-05,9.83038,1,1,0.5,300
1.25893e-05,9.95655,1,1,0.5,300
1.58489e-05,10.0626,1,1,0.5,300
1.99526e-05,10.1507,1,1,0.5,300
2.51189e-05,10.2235,1,1,0.5,300
3.16228e-05,10.2832,1,1,0.5,300
3.98107e-05,10.3318,1,1,0.5,300
5.01187e-05,10.3712,1,1,0.5,300
6.30957e-05,10.403,1,1,0.5,300
7.94328e-05,10.4286,1,1,0.5,300
0.0001,10.4492,1,1,0.5,300
1.25893e-09,0.579299,1,1,0.5,200
1.58489e-09,0.65238,1,1,0.5,200
1.99526e-09,0.731563,1,1,0.5,200
2.51189e-09,0.817349,1,1,0.5,200
3.16228e-09,0.910341,1,1,0.5,200
3.98107e-09,1.01123,1,1,0.5,200
5.01187e-09,1.12076,1,1,0.5,200
6.30957e-09,1.23976,1,1,0.5,200
7.94328e-09,1.36905,1,1,0.5,200
1e-08,1.5095,1,1,0.5,200
1.25893e-08,1.66194,1,1,0.5,200
1.58489e-08,1.82717,1,1,0.5,200
1.99526e-08,2.00597,1,1,0.5,200
2.51189e-08,2.19903,1,1,0.5,200
3.16228e-08,2.40694,1,1,0.5,200
3.98107e-08,2.63021,1,1,0.5,200
5.01187e-08,2.86925,1,1,0.5,200
6.30957e-08,3.12433,1,1,0.5,200
7.94328e-08,3.3956,1,1,0.5,200
1e-07,3.68308,1,1,0.5,200
1.25893e-07,3.98665,1,1,0.5,200
1.58489e-07,4.30598,1,1,0.5,200
1.99526e-07,4.6405,1,1,0.5,200
2.51189e-07,4.98935,1,1,0.5,200
3.16228e-07,5.35131,1,1,0.5,200
3.98107e-07,5.72477,1,1,0.5,200
5.01187e-07,6.10772,1,1,0.5,200
6.30957e-07,6.49775,1,1,0.5,200
7.94328e-07,6.89206,1,1,0.5,200
1e-06,7.28747,1,1,0.5,200
1.25893e-06,7.6804,1,1,0.5,200
1.58489e-06,8.06694,1,1,0.5,200
1.99526e-06,8.44287,1,1,0.5,200
2.51189e-06,8.80387,1,1,0.5,200
3.16228e-06,9.14571,1,1,0.5,200
3.98107e-06,9.46461,1,1,0.5,200
5.01187e-06,9.75746,1,1,0.5,200
6.30957e-06,10.0222,1,1,0.5,200
7.94328e-06,10.2577,1,1,0.5,200
1e-05,10.4641,1,1,0.5,200
1.25893e-05,10.6425,1,1,0.5,200
1.58489e-05,10.7947,1,1,0.5,200
1.99526e-05,10.923,1,1,0.5,200
2.51189e-05,11.0302,1,1,0.5,200
3.16228e-05,11.1189,1,1,0.5,200
3.98107e-05,11.1917,1,1,0.5,200
5.01187e-05,11.2512,1,1,0.5,200
6.30957e-05,11.2995,1,1,0.5,200
7.94328e-05,11.3386,1,1,0.5,200
0.0001,11.3701,1,1,0.5,200
1.25893e-09,0.800874,2,1,0.2,300
1.58489e-09,0.895639,2,1,0.2,300
1.99526e-09,0.994956,2,1,0.2,300
2.51189e-09,1.09848,2,1,0.2,300
3.16228e-09,1.20594,2,1,0.2,300
3.98107e-09,1.31712,2,1,0.2,300
5.01187e-09,1.43186,2,1,0.2,300
6.30957e-09,1.55008,2,1,0.2,300
7.94328e-09,1.67172,2,1,0.2,300
1e-08,1.79677,2,1,0.2,300
1.25893e-08,1.92527,2,1,0.2,300
1.58489e-08,2.05729,2,1,0.2,300
1.99526e-08,2.19294,2,1,0.2,300
2.51189e-08,2.3324,2,1,0.2,300
3.16228e-08,2.47584,2,1,0.2,300
3.98107e-08,2.62343,2,1,0.2,300
5.01187e-08,2.77531,2,1,0.2,300
6.30957e-08,2.93153,2,1,0.2,300
7.94328e-08,3.09201,2,1,0.2,300
1e-07,3.25649,2,1,0.2,300
1.25893e-07,3.42454,2,1,0.2,300
1.58489e-07,3.59552,2,1,0.2,300
1.99526e-07,3.76861,2,1,0.2,300
2.51189e-07,3.94282,2,1,0.2,300
3.16228e-07,4.11708,2,1,0.2,300
3.98107e-07,4.29025,2,1,0.2,300
5.01187e-07,4.46114,2,1,0.2,300
6.30957e-07,4.62858,2,1,0.2,300
7.94328e-07,4.7914,2,1,0.2,300
1e-06,4.94841,2,1,0.2,300
1.25893e-06,5.09842,2,1,0.2,300
1.58489e-06,5.24026,2,1,0.2,300
1.99526e-06,5.37281,2,1,0.2,300
2.51189e-06,5.49509,2,1,0.2,300
3.16228e-06,5.60635,2,1,0.2,300
3.98107e-06,5.70613,2,1,0.2,300
5.01187e-06,5.79434,2,1,0.2,300
6.30957e-06,5.87124,2,1,0.2,300
7.94328e-06,5.93739,2,1,0.2,300
1e-05,5.9936,2,1,0.2,300
1.25893e-05,6.04086,2,1,0.2,300
1.58489e-05,6.0802,2,1,0.2,300
1.99526e-05,6.11269,2,1,0.2,300
2.51189e-05,6.13933,2,1,0.2,300
3.16228e-05,6.16104,2,1,0.2,300
3.98107e-05,6.17865,2,1,0.2,300
5.01187e-05,6.19288,2,1,0.2,300
6.30957e-05,6.20434,2,1,0.2,300
7.94328e-05,6.21353,2,1,0.2,300
0.0001,6.22091,2,1,0.2,300
1.25893e-09,1.01242,2,1,0.1,500
1.58489e-09,1.13159,2,1,0.1,500
1.99526e-09,1.25494,2,1,0.1,500
2.51189e-09,1.38155,2,1,0.1,500
3.16228e-09,1.5106,2,1,0.1,500
3.98107e-09,1.64143,2,1,0.1,500
5.01187e-09,1.77349,2,1,0.1,500
6.30957e-09,1.90639,2,1,0.1,500
7.94328e-09,2.03989,2,1,0.1,500
1e-08,2.17386,2,1,0.1,500
1.25893e-08,2.30827,2,1,0.1,500
1.58489e-08,2.44324,2,1,0.1,500
1.99526e-08,2.57894,2,1,0.1,500
2.51189e-08,2.71562,2,1,0.1,500
3.16228e-08,2.85359,2,1,0.1,500
3.98107e-08,2.99311,2,1,0.1,500
5.01187e-08,3.13443,2,1,0.1,500
6.30957e-08,3.27768,2,1,0.1,500
7.94328e-08,3.42284,2,1,0.1,500
1e-07,3.56969,2,1,0.1,500
1.25893e-07,3.71781,2,1,0.1,500
1.58489e-07,3.8666,2,1,0.1,500
1.99526e-07,4.01523,2,1,0.1,500
2.51189e-07,4.16276,2,1,0.1,500
3.16228e-07,4.30815,2,1,0.1,500
3.98107e-07,4.4503,2,1,0.1,500
5.01187e-07,4.58809,2,1,0.1,500
6.30957e-07,4.72043,2,1,0.1,500
7.94328e-07,4.84627,2,1,0.1,500
1e-06,4.96463,2,1,0.1,500
1.25893e-06,5.07463,2,1,0.1,500
1.58489e-06,5.17558,2,1,0.1,500
1.99526e-06,5.26697,2,1,0.1,500
2.51189e-06,5.34858,2,1,0.1,500
3.16228e-06,5.42046,2,1,0.1,500
3.98107e-06,5.48293,2,1,0.1,500
5.01187e-06,5.53652,2,1,0.1,500
6.30957e-06,5.58198,2,1,0.1,500
7.94328e-06,5.62013,2,1,0.1,500
1e-05,5.65186,2,1,0.1,500
1.25893e-05,5.67803,2,1,0.1,500
1.58489e-05,5.69947,2,1,0.1,500
1.99526e-05,5.71694,2,1,0.1,500
2.51189e-05,5.73111,2,1,0.1,500
3.16228e-05,5.74254,2,1,0.1,500
3.98107e-05,5.75175,2,1,0.1,500
5.01187e-05,5.75914,2,1,0.1,500
6.30957e-05,5.76506,2,1,0.1,500
7.94328e-05,5.7698,2,1,0.1,500
0.0001,5.77358,2,1,0.1,500
1.25893e-09,0.846917,1,2,0.30000000000000004,500
1.58489e-09,0.950453,1,2,0.30000000000000004,500
1.99526e-09,1.05967,1,2,0.30000000000000004,500
2.51189e-09,1.17426,1,2,0.30000000000000004,500
3.16228e-09,1.29401,1,2,0.30000000000000004,500
3.98107e-09,1.4188,1,2,0.30000000000000004,500
5.01187e-09,1.54863,1,2,0.30000000000000004,500
6.30957e-09,1.68362,1,2,0.30000000000000004,500
7.94328e-09,1.82397,1,2,0.30000000000000004,500
1e-08,1.97002,1,2,0.30000000000000004,500
1.25893e-08,2.12215,1,2,0.30000000000000004,500
1.58489e-08,2.2808,1,2,0.30000000000000004,500
1.99526e-08,2.44644,1,2,0.30000000000000004,500
2.51189e-08,2.61947,1,2,0.30000000000000004,500
3.16228e-08,2.80029,1,2,0.30000000000000004,500
3.98107e-08,2.98917,1,2,0.30000000000000004,500
5.01187e-08,3.18629,1,2,0.30000000000000004,500
6.30957e-08,3.39169,1,2,0.30000000000000004,500
7.94328e-08,3.60526,1,2,0.30000000000000004,500
1e-07,3.82669,1,2,0.30000000000000004,500
1.25893e-07,4.05548,1,2,0.30000000000000004,500
1.58489e-07,4.29088,1,2,0.30000000000000004,500
1.99526e-07,4.53192,1,2,0.30000000000000004,500
2.51189e-07,4.77737,1,2,0.30000000000000004,500
3.16228e-07,5.02573,1,2,0.30000000000000004,500
3.98107e-07,5.2753,1,2,0.30000000000000004,500
5.01187e-07,5.52417,1,2,0.30000000000000004,500
6.30957e-07,5.77026,1,2,0.30000000000000004,500
7.94328e-07,6.01136,1,2,0.30000000000000004,500
1e-06,6.24516,1,2,0.30000000000000004,500
1.25893e-06,6.46935,1,2,0.30000000000000004,500
1.58489e-06,6.68168,1,2,0.30000000000000004,500
1.99526e-06,6.8801,1,2,0.30000000000000004,500
2.51189e-06,7.06291,1,2,0.30000000000000004,500
3.16228e-06,7.22887,1,2,0.30000000000000004,500
3.98107e-06,7.3773,1,2,0.30000000000000004,500
5.01187e-06,7.50811,1,2,0.30000000000000004,500
6.30957e-06,7.6218,1,2,0.30000000000000004,500
7.94328e-06,7.71932,1,2,0.30000000000000004,500
1e-05,7.80198,1,2,0.30000000000000004,500
1.25893e-05,7.87131,1,2,0.30000000000000004,500
1.58489e-05,7.92891,1,2,0.30000000000000004,500
1.99526e-05,7.9764,1,2,0.30000000000000004,500
2.51189e-05,8.01528,1,2,0.30000000000000004,500
3.16228e-05,8.04694,1,2,0.30000000000000004,500
3.98107e-05,8.0726,1,2,0.30000000000000004,500
5.01187e-05,8.0933,1,2,0.30000000000000004,500
6.30957e-05,8.10997,1,2,0.30000000000000004,500
7.94328e-05,8.12334,1,2,0.30000000000000004,500
0.0001,8.13406,1,2,0.30000000000000004,500
1.25893e-09,0.761152,2,1,0.30000000000000004,300
1.58489e-09,0.851272,2,1,0.30000000000000004,300
1.99526e-09,0.946426,2,1,0.30000000000000004,300
2.51189e-09,1.0465,2,1,0.30000000000000004,300
3.16228e-09,1.15143,2,1,0.30000000000000004,300
3.98107e-09,1.26121,2,1,0.30000000000000004,300
5.01187e-09,1.37585,2,1,0.30000000000000004,300
6.30957e-09,1.49542,2,1,0.30000000000000004,300
7.94328e-09,1.61997,2,1,0.30000000000000004,300
1e-08,1.74959,2,1,0.30000000000000004,300
1.25893e-08,1.88437,2,1,0.30000000000000004,300
1.58489e-08,2.02443,2,1,0.30000000000000004,300
1.99526e-08,2.16987,2,1,0.30000000000000004,300
2.51189e-08,2.32083,2,1,0.30000000000000004,300
3.16228e-08,2.47744,2,1,0.30000000000000004,300
3.98107e-08,2.6398,2,1,0.30000000000000004,300
5.01187e-08,2.808,2,1,0.30000000000000004,300
6.30957e-08,2.98202,2,1,0.30000000000000004,300
7.94328e-08,3.16175,2,1,0.30000000000000004,300
1e-07,3.34691,2,1,0.30000000000000004,300
1.25893e-07,3.53703,2,1,0.30000000000000004,300
1.58489e-07,3.73148,2,1,0.30000000000000004,300
1.99526e-07,3.92939,2,1,0.30000000000000004,300
2.51189e-07,4.12976,2,1,0.30000000000000004,300
3.16228e-07,4.33142,2,1,0.30000000000000004,300
3.98107e-07,4.5331,2,1,0.30000000000000004,300
5.01187e-07,4.73347,2,1,0.30000000000000004,300
6.30957e-07,4.93113,2,1,0.30000000000000004,300
7.94328e-07,5.12463,2,1,0.30000000000000004,300
1e-06,5.31243,2,1,0.30000000000000004,300
1.25893e-06,5.49299,2,1,0.30000000000000004,300
1.58489e-06,5.66469,2,1,0.30000000000000004,300
1.99526e-06,5.82601,2,1,0.30000000000000004,300
2.51189e-06,5.97555,2,1,0.30000000000000004,300
3.16228e-06,6.11221,2,1,0.30000000000000004,300
3.98107e-06,6.23524,2,1,0.30000000000000004,300
5.01187e-06,6.34438,2,1,0.30000000000000004,300
6.30957e-06,6.43979,2,1,0.30000000000000004,300
7.94328e-06,6.52207,2,1,0.30000000000000004,300
1e-05,6.59214,2,1,0.30000000000000004,300
1.25893e-05,6.65115,2,1,0.30000000000000004,300
1.58489e-05,6.70036,2,1,0.30000000000000004,300
1.99526e-05,6.74104,2,1,0.30000000000000004,300
2.51189e-05,6.77443,2,1,0.30000000000000004,300
3.16228e-05,6.80167,2,1,0.30000000000000004,300
3.98107e-05,6.82377,2,1,0.30000000000000004,300
5.01187e-05,6.84164,2,1,0.30000000000000004,300
6.30957e-05,6.85604,2,1,0.30000000000000004,300
7.94328e-05,6.8676,2,1,0.30000000000000004,300
0.0001,6.87687,2,1,0.30000000000000004,300
1.25893e-09,0.801724,1,1,0.30000000000000004,500
1.58489e-09,0.895388,1,1,0.30000000000000004,500
1.99526e-09,0.994517,1,1,0.30000000000000004,500
2.51189e-09,1.09914,1,1,0.30000000000000004,500
3.16228e-09,1.20937,1,1,0.30000000000000004,500
3.98107e-09,1.32539,1,1,0.30000000000000004,500
5.01187e-09,1.44751,1,1,0.30000000000000004,500
6.30957e-09,1.57609,1,1,0.30000000000000004,500
7.94328e-09,1.71157,1,1,0.30000000000000004,500
1e-08,1.85444,1,1,0.30000000000000004,500
1.25893e-08,2.0052,1,1,0.30000000000000004,500
1.58489e-08,2.16438,1,1,0.30000000000000004,500
1.99526e-08,2.33243,1,1,0.30000000000000004,500
2.51189e-08,2.50977,1,1,0.30000000000000004,500
3.16228e-08,2.69669,1,1,0.30000000000000004,500
3.98107e-08,2.89336,1,1,0.30000000000000004,500
5.01187e-08,3.09983,1,1,0.30000000000000004,500
6.30957e-08,3.31596,1,1,0.30000000000000004,500
7.94328e-08,3.54147,1,1,0.30000000000000004,500
1e-07,3.77589,1,1,0.30000000000000004,500
1.25893e-07,4.01856,1,1,0.30000000000000004,500
1.58489e-07,4.2686,1,1,0.30000000000000004,500
1.99526e-07,4.52489,1,1,0.30000000000000004,500
2.51189e-07,4.78605,1,1,0.30000000000000004,500
3.16228e-07,5.05043,1,1,0.30000000000000004,500
3.98107e-07,5.31611,1,1,0.30000000000000004,500
5.01187e-07,5.58092,1,1,0.30000000000000004,500
6.30957e-07,5.84247,1,1,0.30000000000000004,500
7.94328e-07,6.09822,1,1,0.30000000000000004,500
1e-06,6.34551,1,1,0.30000000000000004,500
1.25893e-06,6.5817,1,1,0.30000000000000004,500
1.58489e-06,6.80428,1,1,0.30000000000000004,500
1.99526e-06,7.01104,1,1,0.30000000000000004,500
2.51189e-06,7.20025,1,1,0.30000000000000004,500
3.16228e-06,7.37076,1,1,0.30000000000000004,500
3.98107e-06,7.5221,1,1,0.30000000000000004,500
5.01187e-06,7.65448,1,1,0.30000000000000004,500
6.30957e-06,7.76869,1,1,0.30000000000000004,500
7.94328e-06,7.866,1,1,0.30000000000000004,500
1e-05,7.94798,1,1,0.30000000000000004,500
1.25893e-05,8.01636,1,1,0.30000000000000004,500
1.58489e-05,8.07291,1,1,0.30000000000000004,500
1.99526e-05,8.11934,1,1,0.30000000000000004,500
2.51189e-05,8.15723,1,1,0.30000000000000004,500
3.16228e-05,8.18799,1,1,0.30000000000000004,500
3.98107e-05,8.21286,1,1,0.30000000000000004,500
5.01187e-05,8.23289,1,1,0.30000000000000004,500
6.30957e-05,8.24899,1,1,0.30000000000000004,500
7.94328e-05,8.2619,1,1,0.30000000000000004,500
0.0001,8.27222,1,1,0.30000000000000004,500
1.25893e-09,0.797021,1,2,0.4,400
1.58489e-09,0.895443,1,2,0.4,400
1.99526e-09,1.00005,1,2,0.4,400
2.51189e-09,1.11081,1,2,0.4,400
3.16228e-09,1.22779,1,2,0.4,400
3.98107e-09,1.35114,1,2,0.4,400
5.01187e-09,1.48114,1,2,0.4,400
6.30957e-09,1.61817,1,2,0.4,400
7.94328e-09,1.76269,1,2,0.4,400
1e-08,1.91528,1,2,0.4,400
1.25893e-08,2.07655,1,2,0.4,400
1.58489e-08,2.24715,1,2,0.4,400
1.99526e-08,2.42771,1,2,0.4,400
2.51189e-08,2.61883,1,2,0.4,400
3.16228e-08,2.821,1,2,0.4,400
3.98107e-08,3.03461,1,2,0.4,400
5.01187e-08,3.25992,1,2,0.4,400
6.30957e-08,3.49699,1,2,0.4,400
7.94328e-08,3.74574,1,2,0.4,400
1e-07,4.00587,1,2,0.4,400
1.25893e-07,4.2769,1,2,0.4,400
1.58489e-07,4.5581,1,2,0.4,400
1.99526e-07,4.8485,1,2,0.4,400
2.51189e-07,5.14684,1,2,0.4,400
3.16228e-07,5.45156,1,2,0.4,400
3.98107e-07,5.76076,1,2,0.4,400
5.01187e-07,6.07226,1,2,0.4,400
6.30957e-07,6.38356,1,2,0.4,400
7.94328e-07,6.69193,1,2,0.4,400
1e-06,6.99442,1,2,0.4,400
1.25893e-06,7.28794,1,2,0.4,400
1.58489e-06,7.56934,1,2,0.4,400
1.99526e-06,7.83561,1,2,0.4,400
2.51189e-06,8.084,1,2,0.4,400
3.16228e-06,8.31227,1,2,0.4,400
3.98107e-06,8.51886,1,2,0.4,400
5.01187e-06,8.70297,1,2,0.4,400
6.30957e-06,8.86463,1,2,0.4,400
7.94328e-06,9.0046,1,2,0.4,400
1e-05,9.12422,1,2,0.4,400
1.25893e-05,9.22527,1,2,0.4,400
1.58489e-05,9.30977,1,2,0.4,400
1.99526e-05,9.37979,1,2,0.4,400
2.51189e-05,9.43737,1,2,0.4,400
3.16228e-05,9.48443,1,2,0.4,400
3.98107e-05,9.52268,1,2,0.4,400
5.01187e-05,9.55363,1,2,0.4,400
6.30957e-05,9.57859,1,2,0.4,400
7.94328e-05,9.59865,1,2,0.4,400
0.0001,9.61474,1,2,0.4,400
1.25893e-09,0.722943,2,2,0.1,200
1.58489e-09,0.815806,2,2,0.1,200
1.99526e-09,0.91287,2,2,0.1,200
2.51189e-09,1.01325,2,2,0.1,200
3.16228e-09,1.11609,2,2,0.1,200
3.98107e-09,1.22059,2,2,0.1,200
5.01187e-09,1.32603,2,2,0.1,200
6.30957e-09,1.4318,2,2,0.1,200
7.94328e-09,1.53743,2,2,0.1,200
1e-08,1.64255,2,2,0.1,200
1.25893e-08,1.74691,2,2,0.1,200
1.58489e-08,1.85042,2,2,0.1,200
1.99526e-08,1.95308,2,2,0.1,200
2.51189e-08,2.05502,2,2,0.1,200
3.16228e-08,2.15645,2,2,0.1,200
3.98107e-08,2.25765,2,2,0.1,200
5.01187e-08,2.35891,2,2,0.1,200
6.30957e-08,2.4605,2,2,0.1,200
7.94328e-08,2.56261,2,2,0.1,200
1e-07,2.66532,2,2,0.1,200
1.25893e-07,2.76861,2,2,0.1,200
1.58489e-07,2.8723,2,2,0.1,200
1.99526e-07,2.97614,2,2,0.1,200
2.51189e-07,3.07976,2,2,0.1,200
3.16228e-07,3.18274,2,2,0.1,200
3.98107e-07,3.28461,2,2,0.1,200
5.01187e-07,3.38485,2,2,0.1,200
6.30957e-07,3.48287,2,2,0.1,200
7.94328e-07,3.57799,2,2,0.1,200
1e-06,3.66945,2,2,0.1,200
1.25893e-06,3.75641,2,2,0.1,200
1.58489e-06,3.83804,2,2,0.1,200
1.99526e-06,3.9136,2,2,0.1,200
2.51189e-06,3.98246,2,2,0.1,200
3.16228e-06,4.04425,2,2,0.1,200
3.98107e-06,4.09885,2,2,0.1,200
5.01187e-06,4.14638,2,2,0.1,200
6.30957e-06,4.18719,2,2,0.1,200
7.94328e-06,4.2218,2,2,0.1,200
1e-05,4.25083,2,2,0.1,200
1.25893e-05,4.27495,2,2,0.1,200
1.58489e-05,4.29484,2,2,0.1,200
1.99526e-05,4.31111,2,2,0.1,200
2.51189e-05,4.32436,2,2,0.1,200
3.16228e-05,4.33509,2,2,0.1,200
3.98107e-05,4.34375,2,2,0.1,200
5.01187e-05,4.35072,2,2,0.1,200
6.30957e-05,4.35631,2,2,0.1,200
7.94328e-05,4.36079,2,2,0.1,200
0.0001,4.36437,2,2,0.1,200
1.25893e-09,0.799465,1,1,0.6,400
1.58489e-09,0.895489,1,1,0.6,400
1.99526e-09,0.998053,1,1,0.6,400
2.51189e-09,1.1074,1,1,0.6,400
3.16228e-09,1.22385,1,1,0.6,400
3.98107e-09,1.34786,1,1,0.6,400
5.01187e-09,1.47994,1,1,0.6,400
6.30957e-09,1.62071,1,1,0.6,400
7.94328e-09,1.77086,1,1,0.6,400
1e-08,1.93111,1,1,0.6,400
1.25893e-08,2.10219,1,1,0.6,400
1.58489e-08,2.2848,1,1,0.6,400
1.99526e-08,2.47956,1,1,0.6,400
2.51189e-08,2.687,1,1,0.6,400
3.16228e-08,2.9075,1,1,0.6,400
3.98107e-08,3.14126,1,1,0.6,400
5.01187e-08,3.38832,1,1,0.6,400
6.30957e-08,3.64848,1,1,0.6,400
7.94328e-08,3.92136,1,1,0.6,400
1e-07,4.20634,1,1,0.6,400
1.25893e-07,4.50258,1,1,0.6,400
1.58489e-07,4.80895,1,1,0.6,400
1.99526e-07,5.12404,1,1,0.6,400
2.51189e-07,5.44609,1,1,0.6,400
3.16228e-07,5.773,1,1,0.6,400
3.98107e-07,6.10232,1,1,0.6,400
5.01187e-07,6.43125,1,1,0.6,400
6.30957e-07,6.75677,1,1,0.6,400
7.94328e-07,7.07565,1,1,0.6,400
1e-06,7.38457,1,1,0.6,400
1.25893e-06,7.68021,1,1,0.6,400
1.58489e-06,7.95943,1,1,0.6,400
1.99526e-06,8.21945,1,1,0.6,400
2.51189e-06,8.45802,1,1,0.6,400
3.16228e-06,8.6736,1,1,0.6,400
3.98107e-06,8.86546,1,1,0.6,400
5.01187e-06,9.03371,1,1,0.6,400
6.30957e-06,9.17922,1,1,0.6,400
7.94328e-06,9.30345,1,1,0.6,400
1e-05,9.40829,1,1,0.6,400
1.25893e-05,9.49589,1,1,0.6,400
1.58489e-05,9.56843,1,1,0.6,400
1.99526e-05,9.62805,1,1,0.6,400
2.51189e-05,9.67674,1,1,0.6,400
3.16228e-05,9.7163,1,1,0.6,400
3.98107e-05,9.74831,1,1,0.6,400
5.01187e-05,9.77411,1,1,0.6,400
6.30957e-05,9.79484,1,1,0.6,400
7.94328e-05,9.81147,1,1,0.6,400
0.0001,9.82477,1,1,0.6,400
1.25893e-09,0.704244,1,1,0.2,300
1.58489e-09,0.787397,1,1,0.2,300
1.99526e-09,0.87553,1,1,0.2,300
2.51189e-09,0.96875,1,1,0.2,300
3.16228e-09,1.06726,1,1,0.2,300
3.98107e-09,1.17135,1,1,0.2,300
5.01187e-09,1.28141,1,1,0.2,300
6.30957e-09,1.3979,1,1,0.2,300
7.94328e-09,1.52134,1,1,0.2,300
1e-08,1.65232,1,1,0.2,300
1.25893e-08,1.79142,1,1,0.2,300
1.58489e-08,1.93926,1,1,0.2,300
1.99526e-08,2.09644,1,1,0.2,300
2.51189e-08,2.26351,1,1,0.2,300
3.16228e-08,2.44097,1,1,0.2,300
3.98107e-08,2.62926,1,1,0.2,300
5.01187e-08,2.82869,1,1,0.2,300
6.30957e-08,3.03948,1,1,0.2,300
7.94328e-08,3.26169,1,1,0.2,300
1e-07,3.49522,1,1,0.2,300
1.25893e-07,3.73978,1,1,0.2,300
1.58489e-07,3.99484,1,1,0.2,300
1.99526e-07,4.25963,1,1,0.2,300
2.51189e-07,4.53307,1,1,0.2,300
3.16228e-07,4.81382,1,1,0.2,300
3.98107e-07,5.10019,1,1,0.2,300
5.01187e-07,5.39024,1,1,0.2,300
6.30957e-07,5.68174,1,1,0.2,300
7.94328e-07,5.97224,1,1,0.2,300
1e-06,6.25905,1,1,0.2,300
1.25893e-06,6.53937,1,1,0.2,300
1.58489e-06,6.81028,1,1,0.2,300
1.99526e-06,7.06891,1,1,0.2,300
2.51189e-06,7.31254,1,1,0.2,300
